0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
javascript,diseno-ui,html5,css,responsive,agile,front-end,git,diseno-web,react,scrum,react-native,es6,figma,mobile,,,,,,,,,,,,,,,,,,
excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marketing,advertising,english,desarrollo-organizacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agile,sap,project-management,scrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
python,analytics,sql,big-data,project-management,ai,machine-learning,etl,r,english,back-end,machine-learning-engineer,,,,,,,,,,,,,,,,,,,,,
excel,e-commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,customer-service,ventas,jira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,power-bi,data-visualization,cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agile,scrum,crm,scrum-master,erp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analytics,marketing,advertising,english,desarrollo-organizacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bizagi-modeler,continual-improvement-process,process-consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agile,marketing,ventas,english,country-manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,
python,analytics,sql,project-management,back-end,,,,,,,,,,,,,,,,,,,,,,,,,,,,
customer-service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agile,marketing,ventas,english,country-manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agile,scrum,scrum-master,jira,confluence,kanban-cbe618f9-934b-4c01-87ae-4d0c7093da2b,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure,cloud-computing,jira,cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
python,data-analysis,marketing,business-intelligence,big-data,power-bi,r,back-end,data-visualization,tableau,,,,,,,,,,,,,,,,,,,,,,,
excel,erp,accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
customer-service,soporte-tecnico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analytics,marketing,ventas,english,process-consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agile,sql,project-management,jira,sql-server,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,planning,english,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,itil,cobit,process-consultant,bpmn,cybersecurity-certifications,,,,,,,,,,,,,,,,,,,,,,,,,,,
python,analytics,sql,project-management,back-end,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c,back-end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agile,project-management,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
css,project-management,erp,accounting,audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analytics,saas,english,data-visualization,accounting,audit,,,,,,,,,,,,,,,,,,,,,,,,,,,
security-engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,continual-improvement-process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,sql,power-bi,english,data-visualization,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c,excel,sql,power-bi,back-end,data-visualization,,,,,,,,,,,,,,,,,,,,,,,,,,,
analytics,sql,power-bi,data-visualization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agile,delivery-manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
english,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sap,audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analytics,excel,power-bi,data-visualization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analytics,excel,power-bi,english,data-visualization,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sap,english,erp,continual-improvement-process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crm,ventas,hubspot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analytics,virtualization,amazon-web-services,director-de-cuentas,ventas,cloud-computing,english,cloud,,,,,,,,,,,,,,,,,,,,,,,,,
crm,director-de-cuentas,ventas,hubspot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,marketing,crm,ventas,salesforce,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ventas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crm,hubspot,onboarding-specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ventas,kam,english,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ventas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crm,ventas,kam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crm,ventas,kam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crm,ventas,kam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ventas,kam,saas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crm,hubspot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crm,hubspot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,customer-service,ventas,administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marketing,ventas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
investment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ventas,security-engineer,gsuite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marketing,ventas,administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crm,ventas,saas,cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analytics,oracle,devops,qa,virtualization,amazon-web-services,director-de-cuentas,cloud-computing,ci-cd,cloud,,,,,,,,,,,,,,,,,,,,,,,
analytics,agile,virtualization,amazon-web-services,azure,microservices,design-thinking,ventas,saas,cloud-computing,itil,cloud,,,,,,,,,,,,,,,,,,,,,
agile,excel,marketing,sap,oracle,virtualization,amazon-web-services,crm,director-de-cuentas,ventas,kam,cloud-computing,salesforce,growth,automatizacion,user-testing,hubspot,cloud,bpm,,,,,,,,,,,,,,
analytics,marketing,ventas,english,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marketing,business-intelligence,director-de-cuentas,ventas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crm,ventas,hubspot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agile,wordpress,scrum,kam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ejecutivo-de-cuentas,kam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crm,ventas,saas,hubspot,gsuite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ventas,saas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
customer-service,ventas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crm,ventas,saas,hubspot,gsuite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analytics,excel,english,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data-analysis,business-intelligence,internet-of-things,power-bi,ventas,iot,english,data-visualization,,,,,,,,,,,,,,,,,,,,,,,,,
ventas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crm,ventas,saas,salesforce,english,hubspot,cloud,,,,,,,,,,,,,,,,,,,,,,,,,,
ventas,english,continual-improvement-process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ventas,telemarketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ejecutivo-de-cuentas,ventas,desarrollo-organizacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crm,ventas,saas,salesforce,hubspot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crm,ventas,salesforce,hubspot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
director-de-cuentas,ingeniero-comercial,english,security-engineer,cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analytics,ventas,saas,english,customer-success,accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,
crm,ventas,saas,customer-success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agile,wordpress,scrum,kam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ventas,telemarketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crm,ventas,saas,hubspot,cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ventas,cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marketing,crm,ventas,saas,english,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ventas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ventas,kam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marketing,ventas,administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sap,oracle,crm,ventas,saas,salesforce,,,,,,,,,,,,,,,,,,,,,,,,,,,
ventas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agile,excel,marketing,ventas,english,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crm,ventas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ventas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marketing,advertising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,marketing,business-intelligence,power-bi,data-visualization,tableau,,,,,,,,,,,,,,,,,,,,,,,,,,,
javascript,java,html5,css,mysql,linux,amazon-web-services,bootstrap,full-stack,cloud-computing,back-end,educacion,cloud,spring-boot,,,,,,,,,,,,,,,,,,,
excel,erp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linux,english,cloud,office-365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,redes-sociales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redes-sociales,desarrollo-organizacional,recruitment-analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ingeniero-comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,ingeniero-comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desarrollo-organizacional,recruitment-analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redes-sociales,desarrollo-organizacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,ventas,ingeniero-comercial,english,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
customer-service,english,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marketing,business-intelligence,crm,ventas,salesforce,data-visualization,tableau,mulesoft,apex,cloud,,,,,,,,,,,,,,,,,,,,,,,
mysql,oracle,linux,soporte-tecnico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
python,git,django,virtualization,docker,flask,soporte-tecnico,back-end,fastapi,,,,,,,,,,,,,,,,,,,,,,,,
excel,sql,soporte-tecnico,windows-server,bizagi-modeler,sql-server,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,devops,azure,power-bi,cloud-computing,jira,data-visualization,ci-cd,cloud,,,,,,,,,,,,,,,,,,,,,,,,
service-desk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
java,nosql,scala,mongodb,azure,soporte-tecnico,kubernetes,cloud-computing,postman,jira,kafka,cloud,continual-improvement-process,data-architecture,,,,,,,,,,,,,,,,,,,
python,sql,director-de-cuentas,back-end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
net,sql,api,back-end,sql-server,soap,,,,,,,,,,,,,,,,,,,,,,,,,,,
virtualization,amazon-web-services,cloud-computing,security-engineer,cloud,infrastructure-as-code,cloudformation,,,,,,,,,,,,,,,,,,,,,,,,,,
virtualization,amazon-web-services,cloud-computing,security-engineer,cloud,infrastructure-as-code,cloudformation,,,,,,,,,,,,,,,,,,,,,,,,,,
security-engineer,siem,siem-c1092d5c-11b9-4644-a424-7c3a3cc53224,nist,cybersecurity-certifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linux,security-engineer,audit,nist,cybersecurity-certifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,
virtualization,amazon-web-services,cloud-computing,english,security-engineer,ethical-hacking,cloud,cybersecurity-certifications,,,,,,,,,,,,,,,,,,,,,,,,,
ingeniero-comercial,security-engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
virtualization,amazon-web-services,cloud-computing,english,security-engineer,ethical-hacking,cloud,cybersecurity-certifications,,,,,,,,,,,,,,,,,,,,,,,,,
excel,linux,switching,routing,security-engineer,unix,cisco,edr,nist,cybersecurity-certifications,,,,,,,,,,,,,,,,,,,,,,,
english,security-engineer,cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excel,power-bi,english,data-visualization,security-engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analytics,excel,business-intelligence,power-bi,data-visualization,tableau,business-analyst,,,,,,,,,,,,,,,,,,,,,,,,,,
devops,security-engineer,ci-cd,siem,siem-c1092d5c-11b9-4644-a424-7c3a3cc53224,nist,cybersecurity-certifications,,,,,,,,,,,,,,,,,,,,,,,,,,
security-engineer,cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agile,virtualization,amazon-web-services,scrum,azure,cloud-computing,scrum-master,cloud-gcp,security-engineer,tech-lead,cloud,,,,,,,,,,,,,,,,,,,,,,
virtualization,amazon-web-services,azure,cloud-computing,itil,security-engineer,cloud,,,,,,,,,,,,,,,,,,,,,,,,,,
saas,english,security-engineer,csirt,siem,soc,cloud,siem-c1092d5c-11b9-4644-a424-7c3a3cc53224,,,,,,,,,,,,,,,,,,,,,,,,,
windows-server,security-engineer,siem,soc,networks,unix,administration,firewall,siem-c1092d5c-11b9-4644-a424-7c3a3cc53224,edr,nist,cybersecurity-certifications,splunk,,,,,,,,,,,,,,,,,,,,
saas,english,security-engineer,csirt,siem,soc,cloud,siem-c1092d5c-11b9-4644-a424-7c3a3cc53224,,,,,,,,,,,,,,,,,,,,,,,,,
linux,english,security-engineer,cloud,audit,unix,nist,cybersecurity-certifications,,,,,,,,,,,,,,,,,,,,,,,,,
sql,sap,oracle,linux,business-intelligence,security-engineer,pl-sql,erp,audit,,,,,,,,,,,,,,,,,,,,,,,,
security-engineer,ethical-hacking,cybersecurity-certifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
python,sql,virtualization,docker,ai,machine-learning,english,sre,back-end,security-engineer,ci-cd,machine-learning-engineer,unix,,,,,,,,,,,,,,,,,,,,
javascript,java,c,c--2,python,big-data,ai,machine-learning,r,english,keras,pytorch,back-end,,,,,,,,,,,,,,,,,,,,
ai,machine-learning,machine-learning-engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
virtualization,amazon-web-services,ai,machine-learning,cloud-computing,english,cloud-gcp,cloud,machine-learning-engineer,,,,,,,,,,,,,,,,,,,,,,,,
python,virtualization,big-data,amazon-web-services,azure,ai,machine-learning,deep-learning,data-science,cloud-computing,english,back-end,cloud-gcp,cloud,machine-learning-engineer,,,,,,,,,,,,,,,,,,
python,sql,virtualization,docker,ai,machine-learning,english,sre,back-end,ci-cd,machine-learning-engineer,unix,,,,,,,,,,,,,,,,,,,,,
python,virtualization,docker,ai,machine-learning,data-science,english,keras,pytorch,back-end,machine-learning-engineer,fastapi,,,,,,,,,,,,,,,,,,,,,
sql,nosql,virtualization,docker,ai,machine-learning,natural-language-processing,english,machine-learning-engineer,,,,,,,,,,,,,,,,,,,,,,,,
python,3d,ai,machine-learning,computer-vision,back-end,teaching,educacion,machine-learning-engineer,,,,,,,,,,,,,,,,,,,,,,,,
python,sql,nosql,virtualization,big-data,amazon-web-services,mongodb,ai,machine-learning,cloud-computing,back-end,dynamodb,cloud,machine-learning-engineer,,,,,,,,,,,,,,,,,,,
python,analytics,git,sql,virtualization,amazon-web-services,docker,azure,ai,machine-learning,cloud-computing,natural-language-processing,computer-vision,keras,back-end,cloud-gcp,cloud,machine-learning-engineer,,,,,,,,,,,,,,,
python,virtualization,big-data,amazon-web-services,azure,ai,machine-learning,deep-learning,data-science,cloud-computing,computer-vision,english,back-end,cloud-gcp,cloud,machine-learning-engineer,,,,,,,,,,,,,,,,,
marketing,adobe-suite,advertising,content-creation,cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marketing,planificacion-de-medios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advertising,media-planning,planning,research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marketing,trafficker,paid-media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
english,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marketing,qa,advertising,english,audiovisual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diseno-ui,seo,wordpress,marketing,diseno-web,adobe-suite,photoshop,,,,,,,,,,,,,,,,,,,,,,,,,,
copywriting,advertising,crm,content-creation,hubspot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ux,research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advertising,security-engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advertising,security-engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
